Type
Wright Flyer III
Dirigible
Cessna 310J
McDonnell Douglas DC-8-63AF
NAMC YS-11A-219
Boeing Vertol CH47B (helicopter)
Britten-Norman BN-2A Islander
Yakovlev YAK-40
McDonnell Douglas DC-8-63CF
Cessna T337B
Fokker F-27 Friendship 300
Douglas DC-3-DST
Antonov An-12B
Lockheed C-130E
Aero Commander 500-B
Lockheed L-100-20 Hercules
Piper PA-28R
McDonnell Douglas DC-9-31
de Havilland RU-6A Beaver /Bell UH-1H
Canadair CL-44J
BAC One-Eleven  424EU
Boeing B-727-2A7
Nord 262E
Boeing B-707-323 / Cessna 150
Nord 262A-34
Beech King Air F90
Fokker F-27 Friendship 500
Vickers Viscount 749
Boeing B-720-047B
Cessna TU206B
Beech E18S
de Havilland 104-7X
Sud Aviation SA 318C
Tupolev TU-134A
Hawker Siddeley HS 125-400B (3)
Aero Commander 680E
McDonnell Douglas DC-9-31 / F4-B
Boeing - EC-135N
NAMC YS-11A-227
Bell 206
Boeing B-727-281 / Air Force F86F
Boeing B-747-121
Tupolev TU-104
Sikorsky S-55B
Boeing Vertol CH-47A (helicopter)
Piper PA-31
HAL-748-224 Srs.2
Boeing B-727-193
BAC One-Eleven 515FB
Aero Commander 560-A
Swearingen SA26AT
Beechcraft B99
Lockheed C-130K Hercules
Vickers Viscount 828
Boeing Vertol CH-47C
Douglas DC-9-31 /Cessna 206
Antonov AN-26
Hawker Siddeley HS-748-230 Srs. 2A
Sud-Aviation Caravelle VI-R
MDonnell Douglas DC-9-32
Beechcraft S35
Beechcraft D 18S
Fairchild-Hiller FH-227-B
Aerospatiale Caravelle Super 10B
NAMC YS-11A-211
Bell 47J-2
BAC Super VC-10 1154
Pilatus PC6CH2
de Havilland Canada DHC-6 Twin Otter
Cessna U206C
Boeing Vertol CH-47 (helicopter)
Convair CV-880-22M-21
Cessna 182N
Hawker Siddeley Trident 1C
Hughes 369HS
Convair CV-580/De Hav. Twin Otter 100
MBB HFB-320 Hansa Jet
Beechcraft U206C
Boeing 737-200
McDonnell Douglas DC-8-52
Sikorsky CH-53D (helicopter)
Sud-Aviation SE210 Caravelle
Ilyushin IL-62
de Havilland Canada DHC-4 Caribou
Shorts SC-7 Skyvan 3-300
F-86 Sabrejet
Douglas C-54D-1-DC
Fairchild-Hiller FH-227D/LCD
NAMC YS-11A-202
Britten-Norman BN-2A-6 Islander
Vickers Viscount 724
Beech G18S
Convair CV-990-30A-5 Coronado
Boeing 707-336C
Douglas C-47B-15-DK
Cessna 320E
Boeing B-737-222
Convair CV-880 / McDonnell DC-9-31
de Havilland Canada DHC-6 Twin Otter 300
Fokker F-28 Fellowship 1000
Lockheed L-1011 TriStar1
Boeing 707-321C
Boeing B-707-3D3C
Tupolev TU-154
Bell 206B
Boeing B-727-224
MD Douglas DC-9-32/Convair CV-990A
HAL-748-224
Vickers Vanguard 952
Lockheed P-3C / Convair CV-990-30A-5
Lockheed P-3C Orion /Convair CV-990
Cessna 402B
Swearingen SA26T
Boeing B-737-2A8
Tupolev TU-144
Boeing 707-327C
McDonnell Douglas DC-9-15
Boeing B-707-345C
Volpar C45G
Cessna A185F
Sud-Aviation Caravelle 10-R
Norman BN-2A-6
Lockheed L-188A Electra
Lockheed C-141A
Boeing B-707-331B
Piper PA-30 / Cessna 337A
McDonnell Douglas DC-8-63F
Cessna 310H
Aerospatiale Caravelle 6N
Cessna 310
Gates Lear 25
Convair 600
Antonov AN-12V
Britten-Norman BN-2A-7 Islander
Cessna 401A
Handley Page HPR-7 Herald 101
McDonnell Douglas DC-10-10
de Havilland DH-125-400A
Douglas DC-118
Cessna 310L
Boeing Vertol CH-47 (helilcopter)
Sud-Aviation Caravelle VI-N
Beechcraft 99A
Hawker Siddeley HS 748-260
Cessna 172L
Beechcraft J-35
Boeing B-747
Transall C-160D
Brittonnorman BN-2A6
MDonnell Dougals DC-9
Robertson 414
Aerospatiale Caravelle 10B3
Beechcraft H18S
Ilyushin IL-18E
Lockheed L-100-30 Hercules
Boeing 307B-1 Stratoliner
Fairchild Hiller FH1100
de Havilland Canada DHC-5 Buffalo
Boeing B-727-121C
Volpar 18
Lockheed WC-130H Hercules
Cessna 172M
Cessna 337D
Beechcraft 95-B55
Lockheed 188PF Electra
Douglas C-47A-30
Boeing B-747-130
Cessna 500 Citation I
Boeing B-727-251
Boeing B-727-231
McDonnell Douglas DC-8-55F
Grumman G-21
Yakovlev 40
Brittonorman BN-2A
Antonov AN-24RV
Cessna TU206D
de Hav Can. DHC-6 Tw Otter 100/ Cessna
Douglas DC-3-313
Hawker Siddeley HS-748 2
Transall C-160
Douglas DC-6BF
Canadair CL-44
Embraer 110C Bandeirante
Beechcraft 95
Lockheed C-141A (L.300)
Lockheed C-5A Galaxy
Cessna 310Q
Piper PA-23-250
Sikorsky CH-53C (helicopter)
BAC One-Eleven 524FF
Hawker Siddeley HS-748-235 Srs. 2A
Boeing B-727-225
Lockheed L-188AF Electra
Vickers 837 Viscount
Douglas DC-47
Tupolev TU-134
Tupolev TU-154B
Boeing 727-24C
de Havilland DH114 Heron 2E
Piper PA-34
Convair CV-440-12
Bell 212
NA Rockwell 112
Lockheed C-130 Hercules
Piper PA-23-250 Aztec
Britten-Norman BN-2A-21 Islander
Mitsubishi MU-2B
Boeing B-720B-023B
Lear Jet 24A
Bellanca 17-30
Hawker Siddeley HS-748-246
Beechcraft  C-45H
Grumman G-21A seaplane
Ilyushin II-14P
IAI Arava 201
Cessna 207
Beechcraft A36
Beech B60
Bell 205 A-1 helicopter
Boeing B-727-95
NAMC YS-11A-500
Boeing B-747-131F
BAC One-Eleven 527FK
Tupolev TU-154A
GAF Nomad N-22B
Airbus A300
Ilyushin IL-18L
Boeing 707-373
Douglas C-54E
Sud Aviation SE 210 Caravelle III
Antonov AN-24 / Yakovlev Yak-40
McDonnell Douglas DC-9-31 / Trident 3B
Boeing B-727-2F2
Boeing B-707-31
Piper PA-31T
L-100-20
Piper PA-32-300
Boeing B-707-366C
Gates Learjet 24B
Douglas DC-8
Vickers Viscount 838
Bristol 170 Freighter 31M
Avia 14T
Pipper PA-23-250 Aztec
Boeing B-747-121 / Boeing B-747-206B
Douglas DC-3-3A
Sikorsky S61L
Ilyushin IL-62M
Embraer C-95 Bandeirante
Lockheed EC-130Q
Piper PA-32R
Bell 206B JetRanger
Cessna U206
Beechcraft 58
Shorts SC-7 Skyvan 3-200
Canadair CL-44D4-2
Helo 295
Vickers Viscount 764D
Douglas DC-7BF
Boeing - EC-135K
McDonnell Douglas DC-8-62H
Convair CV-300
Sikorksky CH-53 (helicopter)
Britten-Norman BN-2A-8 Trislander
Boeing B-727-282
Boeing 707-360C
Britten-Norman BN-2A-8 Islander
BAC One-Eleven 420EL
Boeing B-737-2H6
SNIAS SA330J
Aerospatiale Caravelle 10R
Piper PA-31-350 Navajo
Vickers Viscount 764 D
Boeing B-747-237B
Cessna 337G
Aerostar 601P
Embraer 110P Bandeirante
Boeing B-737-275
Evangel 4500
Aero Commander 500A
Cessna 337F
Fokker F-28 Fellowship 1000 / MiG-21
British Aerospace 748 2A
Cessna 310I
Beechcraft D18
Cessna T207A
Piper Cherokee Arrow  PA-28
Boeing B-727-235
PS-1 amphibious ASW
Beech Queen Air A80
Sikorsky S-61N
Britten Norman BN-2A Trislander Mk.III-2
Mitsubishi MU-2J
Piper PA-31-350 Chieftain
de havilland Canada Twin Otter 200
Vickers Viscount 782D
Soloy 12EJ3
Cessna 310N
Boeing B-727-214 / Cessna 172
Beech D18AS
Bell 205-1
Britten Norman BN-2A Trislander
Beechcraft 65-80
McDonnell Douglas DC-8-Super 63CF
Beechcraft G18S
Cessna 421 Golden Eagle
Cessna 210L
Britten Norman BN-2A Islander
McDonnell Douglas DC-8-61
Antonov AN-24N
Let 410M
Aerostar 601
Nord 262A-44
Antonov 2PF
Nord 262
Beech 58
Beech BE-70
Cessna 310B
Aerospatiale Nord 262A-33
Boeing B-727-2D3
Hawker Siddeley Trident 2E
Tupolev 134A
Piper PA-32RT-300
Sikorsky S61-L
de Havilland Canada DHC-4A Caribou
de Havilland Canada DHC-5D Buffalo
de Havilland DHC-6-200
Hindustan Aeronautics 748-2M
Hawker Siddeley HS-748-1
Cessna  501 Citation
LET 410M turbojet
Hindustan Aeronautics 748 2-224
Cessna T210M
Beechcraft D55
Learjet 35
Tupolev TU-134A / Tupolev Tu-134A
Hawker Siddeley HS-748
Aerospatiale Corvette
Boeing 707-324C
Britten Norman BN-7A lslander
Cessna 207A
Beech 200
De Havilland Dash-6
Cessna T310R
Boeing B-727
Lockheed L-188CF Electra
Boeing B-707-340C
McDonnell Douglas DC-10-30
Douglas DC-4 (C-54)
GAF Nomad 22B
Britten Norman BN Islander
Cessna 441 Conquest
Boeing B-727-86
CASA 212 Aviocar 100
Fairchild FH-227H
Beechcraft Super King Air 200
Sikorsky S-62A
Boeing B-707-309C
Piper PA-28-180
Sikorsky S-76
Boeing B-727-27C
Lockheed EC-130E Hercules
Hawker Siddeley HS-748-2
Aerospatiale Caravelle 6R
Learjet 25D
Lockheed C-130
Fairchild F-27J
Swearingen 226TC Metro II
Embraer 110P1 Bandeirante
Cessna 404 Titan II
Piper PA-31-350
Douglas DC-8-43F
de Havilland DHC-3
Bell 205A-1 helicopter
Tupolev TU-154B-1
Learjet 35A
Lockheed L-1011-200
Lockheed 1011-200 TriStar
Lockheed Hercules C-130
de Havilland DHC-5 Buffalo
Britten-Norman BN-2A-27 Islander
Lockheed C-130H Hercules
Britten-Norman BN-2A Trislander
Boeing B-747-2B5B
Piper PA-42 Cheyenne
Beechcraft B90
Aero Commander 681
Cessna 310R
Lockheed 1339
Lockheed MC-130E-Y
Cessna T210N
Dassault-Breguet Atlantique
Boeing RC-135S
Hadley Page 137Jetstream I / Cessna 206
Douglas C-47A-5-DK
Boeing EC-135N
BAC One-Eleven 529FR
Convair CV-440-11
Beech Super King Air 200/DHC6-Twin Otter
Cessna 401
Canadair CL-44D4-6
Fokker F-27 Friendship 600RF
Beechcraft 58TC
Antonov AN-24RV / Soviet Air Force TU-16
Yakovlev YAK-40 / Mil Mi-8
Northrop F-5A
Learjet 24
Fokker F-28 Fellowship 4000
Cessna 404 Titan
Tupolev TU-154B-2
Pilatus PC-6/B2-H2 Turbo-Porter
McDonnell Douglas MD-81
Aerospatiale Puma
LET  410M Turbojet
McDonnell Douglas DC-10-30CF
Douglas DC-3 (C-47A-70-DL)
de Havilland DHC -6-100
Yakovlev YAK-42
Beechcraft Bonanza F35
Boeing KC-135C
Hughes 369D
de Havilland Canada DHC-7-103
Westland Sea King HC-4 (helicopter)
Boeing B-737-200
Aerospatiale 330G Puma
Boeing B-727-212A
Fairchild-Hiller FH-227B-LCD
Hawker Siddeley HS-748-209 Srs. 2
Cessna 172F
Bell UH-1B Huey Helicopter
Piper PA-28-161
LeT 410UVP Turbojet / Tupolev TU-134V
Arava 201
Lockheed C-141B
Gates Learjet 25B
Boeing Vertol CH-47C (helicopter)
Robertson C-U206F
Cessna U206G
de Havilland Canada DHC-6 Twin Otter 310
Piper PA-32-260
Swearingen SA.227AC Metro III
Mil Mi-8 (helicopter)
Cessna T210
Convair 580-11A
McDonnell Douglas DC-8-54F37
Britten Norman BN-2A-20 Trislander
Piper PA-32-301
Mitsubishi MU-2B-60
Learjet 25
Beech Super King Air 200
Hawker Siddeley HS-748-329 Srs. 2A
Kawasaki C-1 / Kawasaki C-1
PS-1
Sud Aviation SE-210 Caravelle VIR
Lockheed L-1011
Fokker F-28 Fellowship 3000RC
Fairchild C-199G
Boeing B-737-2V2
Sikorsky S-61N-II
Boeing B-767-233ER
Boeing B-747-230B
Hawker Siddeley Trident 2E /  II-28
Boeing B-737-2P6
Cessna TU206C
Britten-Norman BN-2A-26 Trislander
Cessna 182R
Hawker Siddeley HS-748-FAA
Shorts 330-200
Beechcraft B-100
Boeing B-747-283B
Fokker F-28 Fellowship 2000
Boeing B-727-200 / DC9-32
Boeing 707-373C
CASA 212-A3 Aviocar 100
Douglas EC-54U
CASA 212 Aviocar 200
Swearingen SA.226TC Metro II
Bell UH-1H / Bell UH-1H
Fairchild F-27M
Sikorsky CH-53D
PT-LCN
Embraer 110EJ Band./Embraer 110P Band.
McDonnel F-4E Phantom II
Gates Learjet 35A
Learjet 23A
Aerospeciale AS-350D
Beechcraft 18
Bell UH-1H
Cessna 402A
Beechcraft C99 / Rockwell 112TC
Boeing B-737-2H7C
Britten-Norman BN-2A-20 Islander
Cessna 402C
Handley Page Dart Herald 202
Antonov An-2T
McDonnell Douglas DC-8F-55
Cessna R182
Ilyushin IL-76M
LET 410 M
Antonov An-32
PA-23-250
Boeing B-727-225 Adv
Bell 206 L-1
Lockheed C-130A
Beech Queen Air 65-A80
Ilyushin IL-76MD
Gulfstream AC-680F
Boeing B-727-256
Boeing B-747-SP-09
Boeing RC-135T
Fokker F-28 Fellowship 3000
HS-125-700B
Cessna 320B
Boeing B-727-227
Tupolev TU-134A / Antonov An-26
CH-53D
Cessna C-207A
Cessna 501 Citation I
Grumman G-159 Gulfstream I
Piper PA-42
Lockheed L-1011-1 TriStar
Boeing B-747-SR46
Learjet 24D
Boeing B-737-236
Cessna 208 Caravan I
IAI 1124 Westwind
Learjet 24XR
Cessna 208
Boeing B-737-266
McDonnell Douglas DC-8 Super 63PF
Short SC7- Skyvan
Sud-Aviation  Caravelle VI-N
Bell 296B
Boeing B-737-2A1
Douglas DC-3A-178
Boeing B-737-281
Cessna 425 Conquest
Antonov An-12AP
Sepecat Jaguar A
Boeing B-727-264
Lockheed HC-130P Hercules
Bell UH-1H / Bell UH-1H (helicopters)
Lockheed L-1011-100
Cessna 414A
Dassault Breguet Atlantique
de Havilland Can. DHC-6 -300/ Bell 206B
Lockheed C130D
Howard 250
MD Douglas DC-9-32 / Piper PA-28-181
Embraer 120RT Brasilia
LET 410MT Turbojet
Boeing 737-286
Casa 212-M Aviocar 100
Piper PA-28-181
Enstrom F-28F
Mil Mi-17 (helicopter)
Boeing-Vertol Chinook
Boeing B-737-270C
CASA 212-100
Boeing B-707-379C
Swearingen SA-226TC / Mooney M-20C
Cessna U-27A Caravan I
Learjet 55
Embraer 110P2 Bandeirante
Boeing B-707-323B
Boeing KC-135
F-4C Phantom jet fighter
Learjet 24A
Beechcraft King Air C90
Boeing 707-351C
Swearingen SA-26TC Metro II
Antonov 12BP
Cessna 501 Citation
Boeing B-377 Stratofreighter
McDonnell Douglas MD-82
Boeing B-737-2P5
Hawker Siddeley HS-125-403B
Airbus A.300B4-203
Cessna T210L
Aerospatiale Alenia ATR-42-312
Cessna 310 N
Shorts SC-7 Skyvan 3-100
Beechcraft 1900C
Swearingen SA.227AC Metro
Boeing B-747-244B
Boeing B-707-3B5C
British Aerospace BAe-146-200A
Britten-Norman BN-2A-2 Islander
Shorts 360-300
Embraer 120 Brasilia
Aerospatiale SA-330J
Boeing B-737-230A
Learjet 36A
Curtiss C-46A-55
Tupolev TU 154B-2
Cessna 421A
Swearingen SA227-AC
Boeing B-727-2H9A
Fairchild FH-227B
Rockwell Sabreliner 40
Sikorsky UH-60A / Sikorsky UH-60A
Boeing B-727-21
Douglas DC-8-55F
Boeing B-747-200
Mitsubishi MU-2L Marquise
Let 410UVP Turolet
Boeing B-737-297
de Havilland Canada DHC-7-102
Boeing B-737-3T0
Military - Ecudorian Air Force
Airbus A320-111
Airbus A300B2-203
Boeing 707-328C
Cessna CE185
Partenavia P-68C
Let 410MU
Aermacchi MB-339PAN (3 aircraft)
Hawker Siddeley HS-121 Trident 2E
Boeing B-727-232 Adv
BAe-748
Boeing B-737-230
Boeing B-707-338C
Swearingen SA-226TC Metro II
Let 410UVP
Ilyushin IL-76 / Mi-8 (helicopter)
Mitsubish MU-2 uise
Boeing B-747-121A
NAMC YS-11A-300F
Boeing B-737-4Y0
Hawker Siddeley  Avro 748-215
Douglas DC-3(C-47A-DL)
Lockheed CC-130E Hercules
Vickers 952F Vanguard
Tupolev 154B
Boeing 747-249F
Boeing B-747-122
McDonnell Douglas DC-9-33RC
Boeing B-707-349C
Pilatus PC-6 Turbo Porter
Aérospatiale SE-210 Caravelle
Britten Norman BN-2A Trislander II
Embraer EMB-110 Bandeirante
Bell 412
McDonnell Douglas DC-8 Super 62
Beechcraft H18
Ilyushin IL-62MK
Cessna 404 Titan Courier II
Hawker Siddeley HS-748-435 Srs. 2
Dassault Falcon 20
BAC One-Eleven 516FP
Mil Mi-8 / Mil Mi-8
Sikorsky S-58T
de Havilland DHC-6 Twin Otter 300
Cessna 177RG
Beechcraft C90
Boeing B-737-241
Beech King Air B100
Military - U.S. Air Force
Boeing B-737-401
Mil Mi-17 ( helicopter)
Dornier Do-288-201
Cessna 402C Utililiner
Agusta A109A MK II
Ilyushin IL-76TD
Boeing B-737-209
Casa 212 Aviocar
Cessna 551 Citation II
Mil Mi-4 / Mil Mi-4
British Aerospace 3101 Jetstream 31
Cessna 207 / Cessna 207
Cessna 208A Caravan I Cargomaster
CASA 212-200 Aviocar
Hawker Siddeley HS-748-2A
Nord 262C-66
Cessna 208B Caravan I
Cessna 208B Caravan I Super Cargomaster
Fokker 27 Friendship 200
Airbus A320-231
DHC-5 Buffalo
MiG-23
Aerospatiale 350D
Sikorsky S-58ET (helilcopter)
CASA 212 Aviocar 300
Learjet 25C
Douglas DC-3 (C-47A-30-DK)
Beechcraft C99
Avro Shackleton AEW-2
Boeing B-737-3Y0
Cessna Citation I
Beechcraft 1900C-1
BAC One-Eleven 528FL
Britten-Norman 2B-21 Islander
Beech King Air B90
Bell BHT-206-B Helicopter
Mil Mi 8T (helicopter)
Lockheed C-5A
Piper PA-31-325 Navajo
Boeing B-727-247
Cessna 441 Conquest II
Ilyushin IL-76
Boeing B-737-247 / Boeing B-757-21B
Douglas C-47B-40-DK
Antonov AN-8
Mil Mi-8T
McDonnell Douglas DC-9-15RC
de Havilland Canada DHC-8-103
Aerospatiale 330J Puma
Boeing B-727-251 / MD Douglas DC-9-14
Boeing B-707-320F
IPTN 332C Super Puma
Boeing B-737-300 / Swearingen SA-227AC
Learjet35A
Boeing B-737-291
Hawker-Siddeley DH-125-1A/522
Gates Learjet 25
Lockheed P-3C / Lockheed P-3C
Hindustan Aeronautics 748-2
Piper Aerostar 601 / Bell 412SP
Embraer 120RT- Brasilia
Dornier Do-228-212
Ilyushin 76TD
Boeing B-767-3Z9ER
GAF Nomad N24A
Lockheed L-382B Hercules
Beechcraft BE-99-C99
McDonnell Douglas DC-8 Super 61
Aerospatiale 350B1
Britten-Norman BN-2A-21
Antonov AN-72
Handley Page Dart Herald 400
Lockheed C-130H-30
Bell 214 ST
Britten-Norman BN2A-III-2 Trislander
Bell 206B helicopter
Lockheed CC-130E
Embraer C-95C Bandeirante
BeechJet 400
MDonnell Douglas MD-81
Boeing B-747-2R7F
Beech C18S
Convair CV- 640
BAe 3101 Jetstream 31
Antonov AN-30
Britten Norman BN-2A-26 Trislander
Boeing B-737-204
Learjet 25B
Beech Baron 95-B55
Boeing 737-2A1C
Shaanxi Y-8D
Shorts SC-7 Skyvan 3A-200
Vickers Viscount 816
Antonov 12BK
Vickers 798D Viscount
Airbus A300B4-203
Airbus A310-304
Yakovlev YAK-42D
Convair CV-440-80
Swearingen SA-227AC Metro III
de Havilland Canada DHC-4T Caribou
Fairchild C123K
Aerospatiale AS-350B
Boeing B-747-258F
Avia 14M-40
Antonov 32
CASA 235-10
Antonov AN-28
Antonov AN-22A
Lockheed C-141B / Lockheed C141B
Britten-Norman BN-2B-27 Islander
Boeing B-727-2L5 / MiG23UB
Bell 206B3
de Havilland Canada DHC-8-301
Hawker Siddeley HS-748-234
Tupolev TU-154M / Sukhoi Su-24
Mil Mi-8
Dornier 228-201
Fokker 100
Boeing B-747-466
Fairchild SA227-TT
Aerospatiale SA316B
McDonnell Douglas MD-11
Antonov AN-26B
de Havilland  Canada  DHC-5D Buffalo
Boeing B-727-46
Britten-Norman  BN-2A-20 Trislander
Helicopter, Hughes 369HS
British Aerospace 146-300
Boeing B-737-5L9
Dornier Do-228-101
Beechcraft C-90
Let 410UVP-E
Airbus A320-211
GAF Nomad N-22
Cessna 421B Golden Eagle
Hawker Siddeley HS-748-234 Srs. 2A
Antonov AN-124
Beech Queen Air Model 80
British Aerospace Jetstream BA-3100
Britten Norman BN-2A Trislander7
DHC-6 Twin Otter 300 / NAMC YS-11
Yunshuji Y-12-II
Israel Aircraft Industries 1124A
Tupolev TU-154M
Rockwell Turbo Commander 690B
Beechcraft King Air B90
British Aerospace Jetstream 4101
Vickers 813 Viscount
Boeing 737-2R4C
Swearingen SA.226AT Merlin IV
Grumman G-73T Turbo Mallard
Britten-Norman BN-2A-21 Trislander
Cessna 650 Citation VI
Boeing Vertol Chinook HC-2 (helicopter)
GD F-16D / Lockheed C-130E
Saab 340B
Dassault Falcon 50
Sikorsky UH-60 / Sikorsky UH-60
Britten Norman BN-2A-21 Trislander
Airbus A300B4-622R
Embraer 110 Bandeirante
Pilatus Britten-Norman BN-2B-27 Islander
Fokker F-27 Friendship 500F
Airbus A330-321
McDonnell Douglas DC-9-30
Aerospatiale AS350D
Britten-Norman BN-2B-26 Islander
Yakovlev 40D
Sikorsky S-58ET
Bell 206L-4
Aerospatiale ATR-42-300
Boeing B-737-3B7
Rockwell 1121B Jet Commander
Antonov AN-32B
Mil Mi-8MTV (helicopter)
Antonov AN-2
ATR-72-212
McDonnell Douglas DC-9-82 / Cessna 441
British Aerospace Jetstream 3201
Boeing 737-2D6C
Airbus A300B2-1C
Lockheed 1329 Jetstar 8
Cessna 172N
Dassault Falcon 20E
Aerospatiale ATR-72
Antonov 26B
Beech Queen Air B80
Airbus A310-324
Learjet C-21A
Pel Air
Hawker Siddeley HS-748-357/2B SCD
Swear. SA-227CC Metro 23/Piper Navajo
Grumman Gulfstream II
Embraer 110 P1 Bandeirante
Piper PA-31-310 Navajo
de Havilland Canada DHC-8-102
Antonov 2R
Piper PA-32R-300
Antonov An-2R
Hawker Siddeley HS-748 2A
Embraer 120-RT Brasilia
Shorts SC-7 Skyvan
British Aerospace Nimrod MR-2P
Cessna 421C Golden Eagle
Fokker 50
Boeing B-707 (E-3B)
De Havilland Dash-3
CASA 212
Mil Mi-8MTV-1
Cessna 172RG
Cessna 208B Caravan
Boeing B-737-2F9
Bell 412 (helicopter)
Boeing 707-323C
Boeing B-737-2K9
Tupolev TU-134B-3
Beechcraft 1900D
Boeing B-757-223
Mil Mi-8T (helicopter)
ConvairCV-440
Boeing B-757-225
Cessna 500 Citation
GAF Nomad N-24A
Cessna 550 Citation
Gates Learjet 25D
Mil Mi-17
Boeing B-737-T43
Dornier 228-212
Cessna 177B
Britten-Norman BN-2A-26 Islander
Ilyushin 76MD
Boeing 727-286
Sikorsky S-70 / Sikorsky S-70
Harbin Yunshuji Y-12-II
McDonnell Douglas MD-88
Let 410
Boeing B-747-131
de Havilland Canada DHC-3 Turbo Otter
Ilyushin IL-76T
Cessna 206G
Boeing B-757-200
Antonov 12B
Piper PA-31-350 Navajo Chieftain
Boeing B-707-323C
Boeing B-747-168B / Ilyushin IL-76TD
Beechcraft 1900-C / Beech King Air A90
Boeing B-767-200ER
Cessna 208B Grand Caravan
Embraer 110P1A Bandeirante
Hawker Siddeley HS-748-353 Srs.2a
Sikorsky CH53D / Sikorsky CH53D
Boeing B-737-2C3
Cessna 208B Super Cargomaster
Lockheed C-130HF
Aviation Traders ATL-98 Carvair
British Aerospace ATP
Boeing B-737-31B
Vickers Viscount 781D
Harbin Yunshuji Y-12 II
Learjet 31
Aerospatiale ATR-42-512
Boeing B-747-300
McDonnell Douglas DC-8-61F
Cessna 180K
Cessna 550 Citation II
Pilatus PC-6 Turbo Porter / Cessna 206
Tupolev TU-154M / C-141 Starlifter
Airbus A300-B4-200
Rutan Long EZ (experimental aircraft)
Cessna 206 Seneca
Antonov AN-124-100
Swearingen SA-226T Metro II
Boeing B-737-300
Grummand EA-6B
CASA 212-S1 Aviocar 100
Airbus A300-622R
Saab340B
Boeing B-727-228
Airbus A.320-214
Convair CV-240-53
Boeing B-727-230
Boeing B-737-282
Xian Yunshuji Y-7-100C
Bell 206L-3
Swearingen SA-226TC Metroliner II
Eurocopter AS-350-BA
Rockwell Sabreliner 60
Ilyushin II-76
Dornier 328-110
Beechcraft 1900D / Cessna 177
de Havilland Dash-2 Beaver
DC-3-65TP
de Havilland Dash-2 float plane
CASA 212-MP Aviocar 200
Cessna 177B Cardinal
British Aerospace BAe-146-100
Boeing B-727-30
Britten-Norman BN-2A-3 Islander
Cessna 207 Skywagon
Burgess RV-6 experimental
Cessna 501 Citation I SP
Britten-Norman Trislander
Airbus A-310-204
Antonov 12
Antonov 32B
Lockheed Martin L-100-30 Hercules
Boeing KC-135E
Britten Norman BN-2A-26
Antonov AN-32 Transport
Douglas DC-3C (C-47A-DK)
Boeing 737-4Q8
de Havilland Canada DHC-4A
Eurocopter AS-350BA
Boeing 727-243F
Hawker Siddeley HS-125
Piper PA-32-R301 Saratoga II HP
Beech King Air 65-A90
McDonnell Douglas MD-90-30
Boeing B-737-204C
Cessna 404 Titan Ambassador
Hawker Siddeley HS-748-501 Super 2B
Dassault Falcon 900B
Bell 214ST helicopter
Gates Learjet 35
Boeing B-767-366ER
Cessna U206F
Shaanxi Yunshuji Y-8/Yunshuji Y-8
Aerospatiale Alenia ATR-42
Ilyushin 114T
Cessna 525 Citation
British Aerospace APT
Boeing 747-2B5F
Airbus A300B2-101
Antonov 28
AirbusA310-304
GAF Nomad N-22C
McDonnell Douglas MD-83
McDonnell Douglas DC-8-71F
Boeing B-737-3T5
CASA 212-DE Aviocar 200
Antonov AN-12 (freighter)
Cessna 208 Caravan
Boeing B-737-2H4
Britten-Norman BN-2A-9 Islander
Rockwell Sabreliner 65
BAe Jetstream 3101-31
Airbus A.330-301
Beech Baron
Kawasaki C-1A
British Aerospace  BAe Jetstream 32EP
Curtiss C-46A-60-CS
Boeing B-737-2A8 Advanced
Aerospatiale AS355-F1
Aerospatiale BAe Concorde 101
Casa 212-AB10 Aviocar
Piper Navajo PA-31/ Piper Seminole PA-44
Airbus A320-212
Cessna 208B Grand Caravan I
Beechcraft SKA 200
Shorts SC.7 Skyvan 3-100
Canadair CL-600-2B16 Challenger 604
Cessna 335
Boeing B-747-412
Airbus A300-600R
Aerospatiale SN-601 Corvette
Beech A90 King Air
Douglas C-47A-30-DK (DC-3C)
Douglas DC-3C (C47A-DL)
Beech King Air 200 Catpass
Sud Aviation SE-210 Caravelle 10R
Swearingen SA.227AT Merlin IVC
Shorts 360-100
Beech BE-55
Boeing B-737-4D7
Short 360
Tupolev 154M
Grummand Gulfstream III
Cessna 501 Citation I/SP
Mil Mi-18 Helicopter
Cessna  208B Grand Caravan
CASA CN-235M-10
Antonov 12MGA
Transall C-160NG
Sikorsky S-76B helicopter
Antonov AN-28 PZL-MieleM-28 Sky Truck
Dassault Falcon 20C
Aerospatiale AS350 Eurocopter  helicoper
Airbus A-330-243
CASA  CN-235-200
Boeing B-757-222
Boeing 767-223ER
Boeing B-767-222
MD-87 / Cessna 525A Citation II
de Havilland DHC-2 Mk 1 Beaver
Swearingen SA-226AT Merlin IV
Swearingen SA.226TC Metro I
EMB 810C Seneca
Bell 206L
Airbus A-300-605R
Ilyushin 18V
BAE Avro RJ100
Boeing 747-246F
Ilyushin IL- 76TD
Let 410A
Cessna 560 Citation V
Britten Norman BN-2B Trislander
Piper PA-31-250
Canadair CL-604
Lockheed Hercules KC-130R
Embraer EMB-120 Brasilia
Boeing B-737-3Q8
Fairchild FH-227E
Boeing B-727-134
MH-47 Chinook helicopter
Antonov 2TP
Shrike Commander 500S
Cessna U206A
Antonov AN-32A
Mi-8 helicopter
BAC One-Eleven 525FT
Boeing B-737-566
